"","3_Functional_Unit_Co","5_11_Name_of_organis","Description_of_","Class1"
"1943",9460005,"Media Training LTD","Training provider","Training provider"
"1944",9460004,"Media Training LCMJ","Training provider","Training provider"
"1945",9460003,"Aixiom Structures","structural engineering consultancy based in London.","structural engineering consultancy based in London."
"1946",9460002,"Artists Studio","Art studio","Art studio"
"1947",9460001,"Pixeleyes Photography LTD","Photography studio","Photography studio"
"1948",666,"BCM Supplier","Scaffolding Supplier","Scaffolding Supplier"
"1949",1328,NA,"Residential","residential"
"1950",1327,NA,"Residential","residential"
"1951",709,"Out of Order Design","Design and Fabrication","Design and Fabrication"
"1952",2200007,"Ruskin's Autos","Car service, repair","Vehicle repair"
"1953",986,"Charles Dickens Primary School","demolished","demolished"
"1954",991,"Signal housing","residential","residential"
"1955",980,"Signal Housing","residential","residential"
"1956",985,"Signal Apartments London","residential","residential"
"1957",972,"ARC products and services","Wholesale and maintenance","Wholesale and maintenance"
"1958",2200009,"Bob's cycles","Bicycle service, repair; parts sales","Bicycle service"
"1959",999,"Signal Apartments london","residential","residential"
"1960",960,"Signal housing","residential","residential"
"1961",970,"Signal Housing","residential","residential"
"1962",981,"Signal House","residential","residential"
"1963",1083,"Residential","residential","residential"
"1964",1089,"Residential","residential","residential"
"1965",2400003,"Clarence Motors","Car repairs","Vehicle repair"
"1966",2400002,"Amigo Motors","Car repair","Vehicle repair"
"1967",828,"White Dark","Artist Studio","Artist studio"
"1968",821,"White Dark","Artist studio","Artist studio"
"1969",1091,"Artists","Paintings","Paintings"
"1970",1057,"McCollin Bryan","Artists/Furniture manufacturers","Artist studio"
"1971",1043,"Smith and Brock","Wholesale food supplier","Wholesale food supplier"
"1972",707,"National Grid","derelict","derelict"
"1973",725,"National Grid","derelict","derelict"
"1974",649,NA,"derelict","derelict"
"1975",622,"J. Hunnex & Sons Ltd","derelict","derelict"
"1976",689,NA,"derelict","derelict"
"1977",617,NA,"vacant","vacant"
"1978",621,NA,"Derelict","derelict"
"1979",1069,"Residential","residential","residential"
"1980",703,"Access Mobility Transport Limited","School bus service","School bus service"
"1981",2200005,"Other Side Fried","Warehousing/storage for London food stall chain","Warehousing/storage for London food stall chain"
"1982",2200004,"Frances Adelukun","Car repair","Vehicle repair"
"1983",700,"Swiss Post Company","Repographics","Repographics"
"1984",1116,"Auto Car Repairs","Mechanical repairs and vehicle servicing","Mechanical repairs and vehicle servicing"
"1985",2200003,"C & R Tyres","Car service, repair; tyre sales and fitting","Vehicle repair"
"1986",1334,NA,"Residential","residential"
"1987",5200002,"Automobile Solutions","Recovery and car sales","Recovery and car sales"
"1988",3900001,"HAT","Healthcare transport services","Healthcare transport services"
"1989",636,"City Store","Storage","Storage"
"1990",619,"Babcock","Car inspection services","Car inspection services"
"1991",667,"Worldwide Beers","Worldewide Beers are a leading wholesaler to the licensed trade serving over 2,000 outlets in London and the South East.","Worldewide Beers are a leading wholesaler to the licensed trade serving over 2,000 outlets in London and the South East."
"1992",1184,NA,"Residential","residential"
"1993",2200002,"Mota-tech","General car repair","General car repair"
"1994",1182,"Flints","Vacant","vacant"
"1995",1179,"The Furniture Union","Wholesale furniture & interior design","Wholesale furniture & interior design"
"1996",1157,"BT","Telephone exchange","Telephone exchange"
"1997",2300002,"Jane Wadham Flowers Design Ltd","Florists for events","Florists for events"
"1998",620,"Liberty Development Enterprise","Social Enterprise","Social Enterprise"
"1999",639,"PHS Group (Washroom)","phs Group are specialists in washroom, healthcare and floorcare hygiene","phs Group are specialists in washroom, healthcare and floorcare hygiene"
"2000",2300003,"Simon J Lycett","Event florists for weddings/parties","Event florists for weddings/parties"
"2001",5200001,"Quick Tyres","Tyre Shop","Tyre Shop"
"2002",1264,"C. A. Baldwin & Co Ltd.","Plumbers Merchant","Plumbers Merchant"
"2003",1301,NA,"Demolished","demolished"
"2004",2200001,"Orbit Brewing","Microbrewery (licensed)","Microbrewery (licensed)"
"2005",1068,"Power Church International","Religious charity and place of worship","Religious charity and place of worship"
"2006",1092,"Southwark Mediation Centre","Settlement of disputes","Settlement of disputes"
"2007",1330,"Sharpedge Design","Graphic Design","Graphic design"
"2008",5000001,"Park Life Cafe","Cafe and restaurant","Cafe and restaurant"
"2009",1297,"Art in the Park","Community art group and workshop","Community art group and workshop"
"2010",1282,"1st Place Parents & Children's Centre","Children's centre","Children's centre"
